Effective Atmospheric Angular Momentum Functions (AAM)

File name                    : ESMGFZ_AAM_v1.0_03h_2022.asc
File contents                : effective angular momentum functions from atmospheric mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2023-01-01
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2022, 00:00 UTC until 31.12.2022, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Data Source                  : 3h ECMWF operational analysis wind and surface pressure
Horizontal domain            : global
Horizontal resolution        : 0.5 x 0.5 degree (regular grid) 
Correction                   : Atm. surface pressure tides are subtracted, inverted barometer correction over ocean applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          AAM mass term                                                           AAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2022 01 01 00 59580.0	 -2.581536902280053e-08  -1.841747401235774e-07  -6.186797820434476e-11  -6.049784967391232e-08   4.965195511201249e-08   5.498773368238067e-09
2022 01 01 03 59580.125	 -2.645180477355325e-08  -1.619772016888135e-07  -5.763544687917820e-11  -6.707060686101168e-08   8.580772181181000e-08   5.450554301663459e-09
2022 01 01 06 59580.250	 -2.485026419450377e-08  -1.476118802732888e-07  -6.102725864263436e-11  -4.079241365707511e-08   1.109668395597116e-07   5.349480614577038e-09
2022 01 01 09 59580.375	 -2.558348418713712e-08  -1.397728680852768e-07  -5.174259491039525e-11  -9.442636595336560e-09   1.066932731046524e-07   5.292782250057328e-09
2022 01 01 12 59580.500	 -2.400543037624187e-08  -1.258009373222068e-07  -7.308159438138839e-11   1.581185361370664e-08   1.032104964852998e-07   5.267895716011969e-09
2022 01 01 15 59580.625	 -2.880541651590605e-08  -1.050475784806644e-07  -8.370304268096972e-11  -1.331989553597156e-09   6.473334905075847e-08   5.188044818236008e-09
2022 01 01 18 59580.750	 -3.029461773443527e-08  -8.761067360484292e-08  -7.272227452493672e-11  -2.845806282330558e-08   4.797249556501131e-08   5.100925688521587e-09
2022 01 01 21 59580.875	 -3.038231926843199e-08  -7.309295714927956e-08  -7.752525409582707e-11  -5.382070679596051e-08   6.542715508512236e-08   5.110654900797971e-09
2022 01 02 00 59581.0	 -2.284352151482336e-08  -5.391858797638063e-08  -7.776312587411510e-11  -6.091171088388557e-08   8.779290901577642e-08   5.139729637633927e-09
2022 01 02 03 59581.125	 -1.639854156392860e-08  -2.872404473188051e-08  -9.211520297600365e-11  -6.054812066408122e-08   1.053410467334910e-07   5.059550954492311e-09
2022 01 02 06 59581.250	 -6.310839879605285e-09  -4.192739269891298e-09  -1.170588233912309e-10  -4.081101588502087e-08   1.094538644717763e-07   4.979029588398998e-09
2022 01 02 09 59581.375	  4.051141392072840e-09   1.032132880416533e-08  -1.303688892813319e-10  -6.188677885904762e-09   1.154496191132361e-07   4.927029147642162e-09
2022 01 02 12 59581.500	  1.606296680832320e-08   2.145546835725912e-08  -1.769610689842541e-10   3.949561399965977e-08   1.219030046389329e-07   4.880510720440037e-09
2022 01 02 15 59581.625	  2.197134292778288e-08   4.048581917313285e-08  -1.933357528386355e-10   3.808942801192547e-08   8.018839488968106e-08   4.822347845406459e-09
2022 01 02 18 59581.750	  3.171078584858217e-08   5.235468607550782e-08  -2.198141666657092e-10   3.034711328867635e-09   6.369556649217996e-08   4.774287795669027e-09
2022 01 02 21 59581.875	  4.027126329908575e-08   5.557115903047024e-08  -2.069644612930795e-10  -7.432009821854725e-09   9.834092226063466e-08   4.804094960930809e-09
2022 01 03 00 59582.0	  5.273085146857585e-08   6.945209177055353e-08  -1.994871103235007e-10  -5.964030293883134e-09   1.310369894470714e-07   4.873357049382750e-09
2022 01 03 03 59582.125	  5.821599571533863e-08   8.529685531466251e-08  -2.008808081587425e-10  -3.332009064719215e-09   1.593708864555744e-07   4.838012173801818e-09
2022 01 03 06 59582.250	  6.830186300004249e-08   9.669812372680715e-08  -1.950028351194455e-10  -1.320285231786948e-08   1.852776585705456e-07   4.841105423736058e-09
2022 01 03 09 59582.375	  7.391984521681839e-08   1.034598845166373e-07  -2.002559341461849e-10   1.553551095154223e-08   2.103400263700841e-07   4.947092069935432e-09
2022 01 03 12 59582.500	  7.594753427547436e-08   1.100861179987465e-07  -2.127303387135630e-10   7.462227762752651e-08   2.447962866187043e-07   5.006716297250938e-09
2022 01 03 15 59582.625	  7.046396280224708e-08   1.215705727040603e-07  -1.905991129725782e-10   8.125125360933837e-08   2.210020566824686e-07   5.017467540091647e-09
2022 01 03 18 59582.750	  7.391980222317112e-08   1.225949321512676e-07  -1.918809438391319e-10   5.895534207012455e-08   2.293188398791460e-07   5.034789728889213e-09
2022 01 03 21 59582.875	  7.820043454832752e-08   1.215059731369704e-07  -1.784526297851985e-10   7.518317574128909e-08   2.776392298333989e-07   5.119082588397933e-09
2022 01 04 00 59583.0	  8.753610369797321e-08   1.253629272040865e-07  -1.794587594860178e-10   1.032210825552041e-07   2.992638631006657e-07   5.204191601195517e-09
2022 01 04 03 59583.125	  9.141305063887595e-08   1.259319255801465e-07  -1.873300226875734e-10   1.429823174913678e-07   2.743946171642238e-07   5.156235043657407e-09
2022 01 04 06 59583.250	  1.026514807379844e-07   1.202730739783730e-07  -2.051192852549327e-10   1.555296202813180e-07   2.260618197274908e-07   5.117457210562271e-09
2022 01 04 09 59583.375	  1.136333989020708e-07   1.049485014555556e-07  -2.210131853882864e-10   1.359621622613152e-07   1.700988183348407e-07   5.109653708587191e-09
2022 01 04 12 59583.500	  1.240704005172629e-07   9.457986856660705e-08  -2.311305069822468e-10   1.211082868790610e-07   1.325557752466130e-07   5.071247042247283e-09
2022 01 04 15 59583.625	  1.254284974714687e-07   9.120627045566888e-08  -2.337887496618662e-10   7.391099168370648e-08   1.035953875600796e-07   5.004204039532548e-09
2022 01 04 18 59583.750	  1.316897553546027e-07   8.386215455554060e-08  -2.533938057942110e-10   4.396959917822572e-08   1.113217116121037e-07   4.961575853343222e-09
2022 01 04 21 59583.875	  1.369733826503754e-07   7.047016344013530e-08  -2.453216303654538e-10   1.755633219427401e-08   1.489961768918347e-07   4.981049194524021e-09
2022 01 05 00 59584.0	  1.456972899382644e-07   6.035482189016123e-08  -2.352153362200257e-10   1.417032117254448e-08   1.849751641469092e-07   5.009373075267158e-09
2022 01 05 03 59584.125	  1.484194038793558e-07   4.476323837889471e-08  -2.514581114722002e-10   4.369491263503357e-08   2.018006701100099e-07   4.937625787262491e-09
2022 01 05 06 59584.250	  1.514956490072917e-07   2.636372485258899e-08  -2.686040786607863e-10   8.804895383515959e-08   1.879269771041026e-07   4.853595578613158e-09
2022 01 05 09 59584.375	  1.525541511222499e-07  -1.927599048141989e-09  -2.666339828206774e-10   1.161815070524245e-07   1.339400370876004e-07   4.842167590065046e-09
2022 01 05 12 59584.500	  1.551328537399945e-07  -2.777956757770509e-08  -2.751381297553368e-10   1.415043717601539e-07   8.179273083102196e-08   4.855645067570571e-09
2022 01 05 15 59584.625	  1.502770950251414e-07  -4.328619076263662e-08  -2.781613955956761e-10   9.239474210509163e-08   7.384668280752327e-09   4.860085174286312e-09
2022 01 05 18 59584.750	  1.475528437001445e-07  -5.673508355965562e-08  -2.755437670987218e-10   1.969764506820297e-08  -5.755057610949068e-09   4.844983211554402e-09
2022 01 05 21 59584.875	  1.423833271754676e-07  -7.790282702288261e-08  -2.624740457048745e-10  -7.483991231238047e-08   4.441525184424047e-08   4.794457915540902e-09
2022 01 06 00 59585.0	  1.419566801951638e-07  -9.369829643604952e-08  -2.637781730645525e-10  -1.373354972689716e-07   1.134790732131457e-07   4.787311039409189e-09
2022 01 06 03 59585.125	  1.322267303663366e-07  -1.063203100955957e-07  -2.510374849602016e-10  -1.153179251914006e-07   2.074397177876661e-07   4.775154996518560e-09
2022 01 06 06 59585.250	  1.272493342367902e-07  -1.142844372250249e-07  -2.255426233059320e-10  -3.858226170343451e-08   2.519229783119313e-07   4.765024171455828e-09
2022 01 06 09 59585.375	  1.207570847432141e-07  -1.299460025419984e-07  -2.019493133515842e-10   7.850644001002373e-09   2.392609995296839e-07   4.773316639883268e-09
2022 01 06 12 59585.500	  1.115598733553618e-07  -1.511523548328842e-07  -1.792716798655608e-10   8.022740694385819e-08   2.068748602825070e-07   4.785368636625689e-09
2022 01 06 15 59585.625	  9.308365206572122e-08  -1.681780001267550e-07  -1.584698515133927e-10   1.295841470381495e-07   1.492761487406710e-07   4.828999049006702e-09
2022 01 06 18 59585.750	  8.153438569927947e-08  -1.820013668372701e-07  -1.299304210431957e-10   1.459386081710798e-07   7.379173703612074e-08   4.828541785492049e-09
2022 01 06 21 59585.875	  6.775465607831531e-08  -1.953511400582094e-07  -9.221984609405808e-11   9.451182037307922e-08   4.266892066857705e-08   4.845167986803907e-09
2022 01 07 00 59586.0	  5.364548652282520e-08  -2.038386130932653e-07  -5.211601615089954e-11   2.926736414588741e-08   2.915907174829746e-08   4.894917337762241e-09
2022 01 07 03 59586.125	  3.839404265345385e-08  -2.080759398450099e-07  -1.542594052466139e-11   2.734973112887263e-08   7.969451709523445e-08   4.863557829496798e-09
2022 01 07 06 59586.250	  3.023994470048025e-08  -2.075767950563942e-07   1.725896740218005e-11   6.273990614265478e-08   1.086875801421411e-07   4.831001454367927e-09
