Effective Atmospheric Angular Momentum Functions (AAM)

File name                    : ESMGFZ_AAM_v1.0_03h_2019.asc
File contents                : effective angular momentum functions from atmospheric mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2020-01-01
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2019, 00:00 UTC until 31.12.2019, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               -1.991162615023533e-13  -3.333353491031771e-13  -1.943277061004136e-14  -9.203219554984803e-10  -1.496376584857922e-08   2.734436408977633e-08
 
Data Source                  : 3h ECMWF operational analysis wind and surface pressure
Horizontal domain            : global
Horizontal resolution        : 0.5 x 0.5 degree (regular grid) 
Correction                   : Atm. surface pressure tides are subtracted, inverted barometer correction over ocean applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          AAM mass term                                                           AAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2019 01 01 00 58484.0	 -1.207306736276122e-07  -2.359152519615382e-07  -1.249337898027765e-10   3.895303904652206e-08  -2.036006673773685e-08   4.530102175302459e-09
2019 01 01 03 58484.125	 -1.172803104635005e-07  -2.357574150904241e-07  -7.976512788712821e-11  -1.661249759462928e-08   2.629573249181951e-08   4.645507765531400e-09
2019 01 01 06 58484.250	 -1.107475372080221e-07  -2.282644801889002e-07  -2.370023235905790e-11  -6.808013688843827e-09   1.107963502679813e-07   4.728816926366298e-09
2019 01 01 09 58484.375	 -9.899093235393779e-08  -2.250297287567811e-07   4.833479910544833e-11   5.017463216585102e-08   1.099483699052957e-07   4.765947902329449e-09
2019 01 01 12 58484.500	 -9.652199227026162e-08  -2.200782603364885e-07   1.008413520428835e-10   1.295704360032655e-07   9.267903201341988e-08   4.821930612257837e-09
2019 01 01 15 58484.625	 -1.025087384320653e-07  -2.134622835013837e-07   1.404914509487735e-10   1.187002607747662e-07   5.189224039396177e-08   4.900036421059032e-09
2019 01 01 18 58484.750	 -1.035508721346439e-07  -2.212558500913962e-07   1.885975475057648e-10   1.145960651250292e-07   3.908739514466746e-08   4.944341078314526e-09
2019 01 01 21 58484.875	 -1.069774837578700e-07  -2.233988111904651e-07   2.658693140478251e-10   1.337196536628881e-07  -7.144108972677138e-09   4.930256226421440e-09
2019 01 02 00 58485.0	 -1.046743203500125e-07  -2.193923578850445e-07   3.143131787267280e-10   1.283492960110204e-07  -3.262471132622730e-08   4.950286900562309e-09
2019 01 02 03 58485.125	 -1.052278681241304e-07  -2.261686769618517e-07   3.224742653912448e-10   7.298576551724388e-08  -3.168339029543055e-08   4.954294513091297e-09
2019 01 02 06 58485.250	 -1.084114027695606e-07  -2.290662386540226e-07   3.388533755196990e-10   5.784148339100928e-08   1.603757345488412e-08   4.877446400066212e-09
2019 01 02 09 58485.375	 -1.038947398046927e-07  -2.393202929252454e-07   3.624146674166208e-10   5.511888149312413e-08   1.502606351226131e-08   4.848342806463746e-09
2019 01 02 12 58485.500	 -1.044454934166970e-07  -2.475897341775833e-07   3.505737226276749e-10   7.459651325421874e-08   2.201253607846362e-08   4.885551754804781e-09
2019 01 02 15 58485.625	 -1.119915485417372e-07  -2.543371306158271e-07   3.084679993027725e-10   6.651307757573492e-08   6.483877140750271e-09   4.861643441658046e-09
2019 01 02 18 58485.750	 -1.116564439489819e-07  -2.680870827909334e-07   3.012680733884842e-10   8.566160611855519e-08  -1.155505169193831e-08   4.803948299853231e-09
2019 01 02 21 58485.875	 -1.129351882424024e-07  -2.791381169596750e-07   3.063993537986356e-10   8.504124066223693e-08  -4.677597721347399e-08   4.733784766575738e-09
2019 01 03 00 58486.0	 -1.074298825850482e-07  -2.929644030896231e-07   2.910337320109187e-10   5.189355221123899e-08  -6.215941273671766e-08   4.725061831437837e-09
2019 01 03 03 58486.125	 -1.080895236624806e-07  -3.065708780251471e-07   2.578638197999850e-10   1.615512448500741e-08  -9.075438940571737e-08   4.721431725252451e-09
2019 01 03 06 58486.250	 -1.086353680614557e-07  -3.111533875731544e-07   2.539244763932841e-10  -2.510246144600609e-08  -8.855202767870678e-08   4.641214606632828e-09
2019 01 03 09 58486.375	 -1.014467976245963e-07  -3.193581133102195e-07   2.654802181730591e-10  -8.129098010238029e-08  -8.026187183072848e-08   4.537386680989367e-09
2019 01 03 12 58486.500	 -9.992739911227064e-08  -3.259969694671663e-07   2.566218554078515e-10  -8.946600916066310e-08  -5.610543384301976e-08   4.542449381680781e-09
2019 01 03 15 58486.625	 -1.035671198726949e-07  -3.215495779965650e-07   2.517284296898553e-10  -1.045866861371399e-07  -2.100496919489209e-08   4.595690278143843e-09
2019 01 03 18 58486.750	 -9.961505860133701e-08  -3.192435848455594e-07   2.636579260007889e-10  -6.428984919483141e-08   3.301100885602750e-08   4.591936727467969e-09
2019 01 03 21 58486.875	 -1.000923968376541e-07  -3.154911755925692e-07   2.983124456515568e-10  -1.898739667269380e-08   3.286284647261216e-08   4.603862018002810e-09
2019 01 04 00 58487.0	 -9.949753043303629e-08  -3.096172619164943e-07   3.031781505115124e-10   3.390362382223241e-09  -1.912382783485863e-08   4.673359068696371e-09
2019 01 04 03 58487.125	 -9.593783226883013e-08  -3.066715048691878e-07   2.783199027745797e-10  -2.737812984846674e-08  -3.826338925782826e-08   4.763487124143151e-09
