Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_2021.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2022-01-01
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2021, 00:00 UTC until 31.12.2021, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2021 01 01 00 59215.0	  3.608790585216485e-08   1.798155512653592e-07   1.620957934486676e-11   1.184880106226421e-07  -2.371882850108243e-08  -3.839648988024078e-10
2021 01 01 03 59215.125	  4.203294911908474e-08   1.978837297622534e-07   7.304411006530119e-12   1.345165689325045e-07   5.978039695990639e-09  -3.761165923127830e-10
2021 01 01 06 59215.250	  3.849589495672169e-08   2.055431264115938e-07   3.082826125114717e-12   1.357920423331570e-07   4.318352650646857e-08  -3.216619882957270e-10
2021 01 01 09 59215.375	  4.446262669730860e-08   2.043533746442266e-07  -4.409213983402072e-12   1.094057272530476e-07   3.849633705941467e-08  -3.107184026293448e-10
2021 01 01 12 59215.500	  6.306148538660910e-08   1.892041674304425e-07   7.649642668043266e-12   6.388687182359118e-08   3.631160009200217e-08  -3.641765967526519e-10
2021 01 01 15 59215.625	  8.359065717655013e-08   1.600270233901520e-07   3.138293663515122e-11   7.975749726251491e-08   8.616033986969158e-08  -4.067521797258250e-10
2021 01 01 18 59215.750	  9.004265804446772e-08   1.332220732183432e-07   2.670951330621187e-11   1.092795210859861e-07   9.992579405991066e-08  -3.848848411005279e-10
2021 01 01 21 59215.875	  9.928568002861547e-08   1.127686112353821e-07  -8.523990632601264e-12   9.846150395179869e-08   1.142612540404620e-07  -4.020844222538051e-10
2021 01 02 00 59216.0	  1.135255071069870e-07   9.833478390077835e-08  -2.785379597118965e-11   9.274406953582464e-08   1.608508944413512e-07  -4.942170977493618e-10
2021 01 02 03 59216.125	  1.193551603782943e-07   8.557478689374306e-08  -4.528073658128317e-11   1.185952395247427e-07   1.609810322598541e-07  -5.091534372725842e-10
2021 01 02 06 59216.250	  1.147175804382379e-07   7.991687412290901e-08  -6.381984749664728e-11   1.471963955017651e-07   1.456165682149927e-07  -3.860869084150259e-10
