Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_2006.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2006, 00:00 UTC until 31.12.2006, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2006 01 01 00 53736.0	 -1.065059688197890e-08  -5.838732999843560e-08   1.765951353934494e-10   5.131514045944999e-09  -3.610124438227200e-08   6.555919896937481e-11
2006 01 01 03 53736.125	  5.229893096885254e-09  -6.148498644575625e-08   1.500052297595560e-10   1.549859634222017e-08  -3.377878670938477e-09  -5.990320311321909e-12
2006 01 01 06 53736.250	  8.062821812137448e-09  -7.008509535869729e-08   1.351931057028299e-10   5.055841724027897e-08   5.578596956366136e-08  -2.803799127666082e-12
2006 01 01 09 53736.375	  2.805599246640765e-09  -7.565813752955633e-08   1.602475796975725e-10   1.105107023463378e-07   1.202343206404903e-07   4.303144393958189e-12
2006 01 01 12 53736.500	  1.087875300873065e-10  -7.552529083796095e-08   1.616532222915241e-10   1.494948977102740e-07   1.005416072287726e-07  -2.357756437833390e-11
2006 01 01 15 53736.625	 -1.202557333479083e-09  -7.155363446265243e-08   1.273789644673391e-10   1.294782053139317e-07   5.246914619542506e-08   3.397888771276303e-11
2006 01 01 18 53736.750	 -1.707750168580378e-08  -6.280598659272139e-08   9.599986611705228e-11   1.298293149929752e-07   5.148818354024696e-08   1.472547325623450e-10
2006 01 01 21 53736.875	 -3.360508833151739e-08  -4.202014905880893e-08   9.780278896476268e-11   1.498120049135599e-07   3.732876284296057e-08   1.777509845771840e-10
2006 01 02 00 53737.0	 -2.985526243940624e-08  -1.977909294094169e-08   9.784365636717327e-11   2.007789823709666e-07   1.598952889624222e-08   9.753216692122189e-11
2006 01 02 03 53737.125	 -2.086059394729657e-08  -1.287107957717836e-09   5.707857463670799e-11   2.224462068763377e-07  -8.261866986196543e-08   3.689065141287212e-11
2006 01 02 06 53737.250	 -1.644771764616200e-08   1.542159619183788e-08  -2.012702982429399e-11   1.873500692981312e-07  -1.309947733574840e-07   4.516675868745317e-11
2006 01 02 09 53737.375	  3.096192652264514e-10   1.974783506320645e-08  -9.442924188576260e-11   1.276825903471921e-07  -1.073638528930533e-07   2.821724418295500e-11
2006 01 02 12 53737.500	  2.762174504913802e-08   1.181692234913935e-09  -1.500695352541336e-10   7.844392200371692e-08  -1.172956331355780e-07  -6.564114640577797e-11
2006 01 02 15 53737.625	  4.566045633629699e-08  -1.461316134350601e-08  -1.933434538976728e-10   5.180294803110992e-08  -1.447809688891311e-07  -1.314512167540159e-10
2006 01 02 18 53737.750	  4.821943614726042e-08  -2.050425287650189e-08  -2.371278558551698e-10   1.015571350425594e-07  -1.315382439601203e-07  -1.566474546628178e-10
2006 01 02 21 53737.875	  4.766428722510914e-08  -1.857071032056029e-08  -2.719534388483845e-10   1.489863446140223e-07  -8.786443301040504e-08  -1.738325189859730e-10
2006 01 03 00 53738.0	  4.492476955054145e-08  -1.592854369795557e-08  -3.374784602327548e-10   1.394276618537572e-07  -4.189465945573574e-08  -1.707797728133431e-10
2006 01 03 03 53738.125	  3.163468785121109e-08  -1.381282354488020e-08  -4.243841197537054e-10   9.679938077372838e-08  -7.110702106631310e-08  -1.448708219357781e-10
2006 01 03 06 53738.250	  1.215352036632411e-08  -1.178820534288365e-08  -4.547061374805316e-10   9.308171148233147e-08  -7.505129711208399e-08  -1.322081426717949e-10
2006 01 03 09 53738.375	  1.182049967220182e-08   2.965872520360441e-09  -4.450550102088676e-10   7.539534593875923e-08  -1.024935859487538e-07  -1.425911105215380e-10
2006 01 03 12 53738.500	  3.065363863868456e-08   1.585026907631491e-08  -4.645334568231102e-10   4.082058973120309e-08  -1.747012981795150e-07  -1.792627322453289e-10
2006 01 03 15 53738.625	  5.340995008482149e-08   3.008458996255571e-08  -5.137144663597991e-10  -1.144324377558676e-08  -2.095506731690124e-07  -1.569316376388089e-10
2006 01 03 18 53738.750	  6.147749024739351e-08   4.494905588090535e-08  -5.405199382781195e-10  -6.821285231761390e-08  -1.847928141884753e-07  -6.979387555112399e-11
2006 01 03 21 53738.875	  5.623046474634867e-08   4.395775242701346e-08  -5.323730439231360e-10  -1.197305035565447e-07  -1.420401667322656e-07   6.615211155767034e-12
2006 01 04 00 53739.0	  5.177208059034826e-08   2.703357116101424e-08  -5.255468476941836e-10  -1.353744173931785e-07  -1.077507889621202e-07   2.426505069854703e-11
2006 01 04 03 53739.125	  4.217096297521336e-08   6.561814011790728e-09  -5.094329572909282e-10  -1.290120307473449e-07  -1.011446893489103e-07   9.993471369549119e-12
2006 01 04 06 53739.250	  2.737572123098837e-08  -7.673383855258736e-09  -4.943586312765271e-10  -1.049339341452793e-07  -4.625895404695468e-08   1.948577261749133e-12
2006 01 04 09 53739.375	  2.265093407081484e-08  -6.426882419720916e-09  -4.969679235955943e-10  -6.553903233585783e-08   3.509130206739253e-09  -1.737156289345114e-11
2006 01 04 12 53739.500	  3.008166552447030e-08  -4.073275392587352e-09  -5.356367172799729e-10  -5.916191372996425e-08   2.060467009895847e-08  -7.401992950380084e-11
2006 01 04 15 53739.625	  4.338720574066749e-08  -8.166436293405993e-09  -5.750955310422218e-10  -4.631628354920725e-08   1.118722832863101e-08  -9.162769497203901e-11
2006 01 04 18 53739.750	  4.926159643363003e-08  -3.653634824644328e-09  -5.922238750108711e-10   2.233033500750908e-09  -7.261473633608831e-09  -7.662898991099518e-11
2006 01 04 21 53739.875	  4.928031222175540e-08   1.115879234093259e-08  -5.854636569854544e-10  -6.796975012381762e-09  -4.618517424133067e-08  -5.943129425680981e-11
2006 01 05 00 53740.0	  4.825464172922279e-08   1.734797601777482e-08  -5.700734349281272e-10  -2.847272777638527e-08  -7.623802817717582e-08  -1.164828672242521e-10
2006 01 05 03 53740.125	  4.609959725710285e-08   1.330752603412453e-08  -5.260279070508558e-10  -4.398262664583253e-08  -1.043405972692028e-07  -1.866905184996430e-10
2006 01 05 06 53740.250	  4.250436695000494e-08   6.121205105176069e-09  -4.850671398012177e-10  -7.008453988280170e-08  -7.984746108638462e-08  -1.792583210606730e-10
2006 01 05 09 53740.375	  4.542963935943867e-08   4.456360413032813e-09  -4.849839652922292e-10  -9.242470116208392e-08  -6.431478322503141e-08  -9.049677132315183e-11
2006 01 05 12 53740.500	  5.252156097840989e-08   7.674742771070106e-10  -4.920594446949166e-10  -9.931353387859492e-08  -1.776488143982528e-08  -5.328876817296609e-11
2006 01 05 15 53740.625	  5.257526423829706e-08  -5.797028510288002e-09  -4.634338029675741e-10  -8.808388983544941e-08   4.944505771341378e-08  -5.188794699306497e-11
2006 01 05 18 53740.750	  3.047082707533437e-08  -1.028224467252634e-08  -4.390336988796171e-10  -7.241378244898700e-08   7.518151416824736e-08  -1.559131139729188e-11
2006 01 05 21 53740.875	 -2.143488950529080e-09  -1.447448508946034e-08  -4.410014057091034e-10  -5.647753315690866e-08   7.657818340421746e-08   1.813060192829698e-11
2006 01 06 00 53741.0	 -2.046679504836851e-08  -2.338637167670997e-08  -4.310820219329891e-10  -4.284035553716503e-08   4.000052214730648e-08  -2.318573898352804e-11
2006 01 06 03 53741.125	 -2.299008076996576e-08  -2.212548457706117e-08  -4.009366778485148e-10  -3.919354265861612e-08  -1.982452923336053e-09  -9.470675422883781e-11
2006 01 06 06 53741.250	 -1.742152213123607e-08  -1.093860541381653e-08  -4.038530351447441e-10  -2.095454650465969e-08  -9.188062404080776e-09  -1.216785010824712e-10
2006 01 06 09 53741.375	  5.719692289422117e-09   3.419503619107509e-09  -4.406051450734627e-10   3.889100833939163e-10  -3.058961517816523e-08  -1.293717599930499e-10
2006 01 06 12 53741.500	  3.470503895312104e-08   3.184624617529249e-09  -4.537364160621659e-10  -1.098329663604732e-08  -2.043119557374135e-08  -1.729542325505770e-10
2006 01 06 15 53741.625	  5.493911368400024e-08  -1.531403395062110e-08  -4.192157299990336e-10  -1.617089335495758e-08  -1.514925897141753e-08  -1.986019278344290e-10
2006 01 06 18 53741.750	  5.731482092843580e-08  -3.544748328464381e-08  -4.113300399408719e-10   1.902505048429946e-08  -3.972374961258845e-08  -1.725720502409050e-10
2006 01 06 21 53741.875	  4.564174296251018e-08  -4.680908551825398e-08  -4.126548914428336e-10   2.398791955068539e-08  -5.333948957250537e-08  -1.062181313780169e-10
2006 01 07 00 53742.0	  4.031822452867689e-08  -5.321117812043779e-08  -3.705563017412490e-10   2.931769656220377e-08  -3.115075396599460e-08  -7.612054252208182e-11
2006 01 07 03 53742.125	  4.490428421894186e-08  -4.312258572903967e-08  -3.151802454920337e-10   5.696002534505164e-08  -4.450855739396045e-10  -6.218695042460590e-11
2006 01 07 06 53742.250	  4.899768814976030e-08  -1.699329240046681e-08  -3.063986966651070e-10   7.233505476042612e-08   2.869761183392736e-08  -6.224509456076382e-11
