Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_2009.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2009, 00:00 UTC until 31.12.2009, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2009 01 01 00 54832.0	  2.954206290513327e-08   1.524620888051120e-08  -4.678913566997743e-10  -1.319025203050754e-07  -2.735208121561601e-07   5.027777576495106e-11
2009 01 01 03 54832.125	  2.767480198243059e-08   4.408429773208444e-09  -4.742465564972472e-10  -1.683879488771807e-07  -2.054448459446050e-07   1.763306626345099e-10
2009 01 01 06 54832.250	  2.235968774333852e-08   3.090580030741966e-09  -4.931167113423605e-10  -1.553047159838401e-07  -4.286076894272610e-08   2.454138461313758e-10
2009 01 01 09 54832.375	  1.023175814720659e-08   1.702252830186309e-08  -4.975814384864488e-10  -1.310220603586624e-07   3.076808719145757e-08   2.148608017298461e-10
2009 01 01 12 54832.500	 -2.224510383615718e-09   2.866989092184868e-08  -4.746725612130653e-10  -8.192793590112960e-08   1.305673651958796e-07   1.816433234844099e-10
2009 01 01 15 54832.625	 -7.892783185542902e-09   3.841193514592694e-08  -4.713236482899368e-10   3.515032920262607e-09   2.150023286865003e-07   1.919477871596101e-10
2009 01 01 18 54832.750	 -9.768364682937620e-09   5.516798833095572e-08  -4.977544118861367e-10   1.001977191348140e-07   2.349348679895267e-07   1.856752634161919e-10
2009 01 01 21 54832.875	 -1.277586187488018e-09   6.979249049501831e-08  -5.007777732997628e-10   1.413064283115983e-07   2.391763308449834e-07   1.026191098958370e-10
2009 01 02 00 54833.0	  1.247207509996569e-08   6.489902165142973e-08  -4.832683774755719e-10   1.617671241293809e-07   2.151224340315966e-07   2.847995305774083e-11
2009 01 02 03 54833.125	  2.887243258695263e-08   6.138671837897021e-08  -4.928290642163999e-10   1.990387395779006e-07   1.561399436671853e-07   5.409137761825803e-11
2009 01 02 06 54833.250	  4.675775681464360e-08   6.628240946122098e-08  -4.616466038447299e-10   2.283008132428149e-07   1.332613429890142e-07   1.004712511372689e-10
2009 01 02 09 54833.375	  5.923506414592172e-08   7.713698475987271e-08  -3.948176313024283e-10   2.255372885471441e-07   1.086661473262342e-07   5.670565750851587e-11
2009 01 02 12 54833.500	  5.910269298056828e-08   7.492885192006207e-08  -3.329189062085219e-10   1.969801007063385e-07   9.336179103984507e-08   3.759368073135001e-11
2009 01 02 15 54833.625	  5.305675687464739e-08   6.182339901278250e-08  -2.901357155026582e-10   1.574042829371740e-07   8.511263987188238e-08   6.137701146318383e-11
2009 01 02 18 54833.750	  5.788712799449330e-08   5.575299373139225e-08  -2.737753225581158e-10   1.359308261959734e-07   5.588122135460967e-08   8.073090307013406e-11
2009 01 02 21 54833.875	  6.517928514914483e-08   6.183459965513710e-08  -2.531185561922146e-10   1.268246118970108e-07   4.803480867634617e-08   6.950986285148296e-11
2009 01 03 00 54834.0	  5.043572870835698e-08   6.947747475066465e-08  -1.885559249648791e-10   9.226220517712477e-08   5.303371132016786e-08   3.685682272601601e-11
