Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_2002.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2002, 00:00 UTC until 31.12.2002, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

2002 01 01 00 52275.0	  4.218920658531716e-08   3.285080426319076e-08  -2.729533008926482e-11   4.331140680444525e-08  -1.942009155334648e-08   2.306162379894469e-10
2002 01 01 03 52275.125	  4.790664938711229e-08   4.327019799777426e-08  -5.561103940191618e-11   2.791770372622792e-08  -7.900158664701094e-08   1.441157045687042e-10
2002 01 01 06 52275.250	  3.815960571776750e-08   4.397767342090667e-08  -1.194637445051831e-10   1.003685827164592e-08  -1.205464002135901e-07   1.138785073109250e-10
2002 01 01 09 52275.375	  1.890081224200384e-08   4.139511443723569e-08  -1.251754676787597e-10  -2.180209688284012e-09  -8.169515085288485e-08   5.818448460402194e-11
2002 01 01 12 52275.500	  2.194772540104103e-09   3.652826514178477e-08  -1.073015638118288e-10  -3.528707208175150e-08  -9.437012287116681e-08  -5.857472702994506e-11
2002 01 01 15 52275.625	 -1.038563276549361e-08   3.419858181684393e-08  -1.338112019729329e-10  -5.575335545204970e-08  -2.082573303177117e-07  -1.690059681373432e-10
2002 01 01 18 52275.750	 -7.753192617742874e-09   3.843655833578981e-08  -1.849232967152272e-10  -5.648071443150770e-08  -2.261080842169941e-07  -1.993461076325739e-10
2002 01 01 21 52275.875	  1.393939459442948e-08   4.653776510144079e-08  -1.946124679708440e-10  -1.695544135505170e-08  -1.783333645755782e-07  -2.024161304563822e-10
2002 01 02 00 52276.0	  3.880638461118408e-08   5.471708052765015e-08  -1.914023584369689e-10   4.061492462041167e-09  -1.025017487817616e-07  -2.556806820268661e-10
2002 01 02 03 52276.125	  4.185114762987423e-08   6.002044888626871e-08  -2.281204758497351e-10  -8.149303743587839e-08  -1.541327031567311e-07  -2.957171517182880e-10
2002 01 02 06 52276.250	  3.057245530613994e-08   5.132182696042229e-08  -2.710695504969577e-10  -1.349195654515929e-07  -1.588102791100378e-07  -2.470645219988142e-10
